Project,Year,Domain
Particle filter framework for salient object detection in videos ,2015,Image Processing
The Mesh-LBP: A Framework for Extracting Local Binary Patterns From Discrete Manifolds ,2015,Image Processing
Weighted Guided Image Filtering ,2015,Image Processing
Undersampled Face Recognition via Robust Auxiliary Dictionary Learning ,2015,Image Processing
Texture descriptor based on local combination adaptive ternary pattern ,2015,Image Processing
Similarity Validation Based Nonlocal Means Image Denoising ,2015,Image Processing
Automatic Color Inspection for Colored Wires in Electric Cables ,2015,Image Processing
Efficient Road Detection and Tracking for Unmanned Aerial Vehicle ,2015,Image Processing
A Methodology for Extracting Standing Human Bodies From Single Images ,2015,Image Processing
Label Image Constrained Multiatlas Selection,2015,Image Processing
Robust Estimation of Non-Stationary Noise Power Spectrum for Speech Enhancement,2015,Image Processing
A Simple Model of Speech Communication and its Application to Intelligibility Enhancement,2015,Image Processing
An Overview of Noise-Robust Automatic Speech Recognition,2015,Image Processing
Phase Estimation in Single Channel Speech Enhancement Using Phase Decomposition,2015,Image Processing
Coupled Dictionaries for Exemplar-based Speech Enhancement and Automatic Speech Recognition,2015,Image Processing
Image Restoration Using Joint Statistical Modeling in a Space-Transform Domain,2015,Image Processing
Booking Photographer,2015,Java
CITY-LIFE,2015,Java
E-Magazine,2015,Java
E-Tuitions,2015,Java
Magazine College,2015,Java
Event File Automation,2015,Java
Learning Portal,2015,Java
Nirman  website,2015,Java
Ship Management System,2015,Java
Placement Cell,2015,Java
Cancer Project,2015,Java
E-Procurement,2015,Java
 Project Management System,2015,Java
knowledge based community sharing system,2015,Java
Offer-Bazar,2015,Java
Online-E-Gas,2015,Java
Income-Tax-Return-Processing,2015,Java
Online Staff Leave Management,2015,Java
Employ-Expense-Management-system,2015,Java
Exam Seating Arrangement System,2015,Java
Color Hunt Gaming project,2015,Java
Online Form Request,2015,Java
Electronic-Veg-Market,2015,Java
Puyo Puyo (game project),2015,Java
Magic Bounce Ball  (game project),2015,Java
Satvara Matrimony,2015,Java
Query handler,2015,Java
Grade Processing System,2015,Java
AES–Photo Encryption,2015,Java
Image Enhancement,2015,Java
Paradarshia Corruption free Economy,2015,Java
Implementation Of Floyd’s Algorithm,2015,Java
Atm Location Search,2015,Java
E-Farming,2015,Java
Time Table Management System,2015,Java
Admin Mall,2015,Java
Bulls-Eye-Quiz,2015,Java
Smarter Work Management System,2015,Java
Online Grievance Redressal System,2015,Java
Real Estate Magicbricks,2015,Java
Apartment Management System,2015,Java
Medical shop Management System,2015,Java
Security Mail Communicator,2015,Java
Feedback Analysis Of interviews,2015,Java
Intelligent Hospital System,2015,Java
Tender Management System TMS,2015,Java
Virtual Learning Environment (VLE),2015,Java
Online Loan Application,2015,Java
Retail Purchase & Tracking System,2015,Java
Opinion Mining For Social Networking Sites,2015,Java
Project Information System,2015,Java
Student Friendly College Management System,2015,Java
Online Book Store,2015,Java
Sentimental Analysis For Mobile Networks,2015,Java
Report Generation System,2015,Java
Feedback Information System,2015,Java
Health Prediction Management System,2015,Java
Online Book Review Management System,2015,Java
Suspicious Email Detection System,2015,Java
Student Monitoring System,2015,Java
Online College magazine,2015,Java
Sports Event Management System,2015,Java
Restaurant Management System,2015,Java
Ad Express Management System,2015,Java
Finance Management System,2015,Java
Credit Card Approval System,2015,Java
Computer Telephony Integration System,2015,Java
Computer to Computer Learning System,2015,Java
Conversation Portal,2015,Java
 Logic Gates Java Project,2015,Java
Crime File Management,2015,Java
Hotel Management System,2015,Java
Automotive price Aggregator,2015,Java
Blood Donors Symbiosis,2015,Java
College Fest Organizer,2015,Java
College Management Information System,2015,Java
Communication System,2015,Java
Computerization of Bluebook/ Online Quiz,2015,Java
Computerized Mobile Store Management System,2015,Java
Digital Signature,2015,Java
Hotel Management System,2015,Java
Multi Banking System,2015,Java
Digital Tunes,2015,Java
Optimal service pricing for a cloud cache,2015,Java
Library Management System,2015,Java
Crime Records Management System,2015,Java
Insurance Management System,2015,Java
Friends Meeting Point,2015,Java
Student Management System,2015,Java
Travel & Tourism Management System,2015,Java
E-Compiler for Java with Security Editor,2015,Java
Stock Analyzer,2015,Java
E-Shopping,2015,Java
E-Voting System,2015,Java
Enterprise Scheme Planner and Monitoring System,2015,Java
E School,2015,Java
E Wheelz,2015,Java
Congestion Control Using Network Based Protocol,2015,Java
 Car Pooling System Java Project,2015,Java
Country Cargo and Express Couriers,2015,Java
E-Classifieds,2015,Java
Distributed Account Management for Prepaid Mobile Services,2015,Java
Car Collection for Sale,2015,Java
Bug and Component System,2015,Java
Bug Tracker System,2015,Java
Coach Management System,2015,Java
Auto Spare parts Java Project,2015,Java
College Library Record Application,2015,Java
Consignment Tracking Services,2015,Java
Activity Management System,2015,Java
Audio Stenography,2015,Java
CRM for Airline Industry,2015,Java
Error Tracking System,2015,Java
Exam Suite System,2015,Java
File Security System,2015,Java
Fetch Hard – Component Retrieval System of a PC,2015,Java
Bug Tracking for Improving Software Reliability,2015,Java
Cyber Cafe Management,2015,Java
 RSS Feed Reader,2015,Java
Ezee Mail System,2015,Java
Gateway to Gateway Protocol,2015,Java
Database Manager,2015,Java
Human Resource Management System,2015,Java
Image Enhancement Technology,2015,Java
Image Steganography,2015,Java
Increasing Efficiency in Wireless Network,2015,Java
Image Transport Protocol ITP,2015,Java
Instant Messenger,2015,Java
Interest Calculation,2015,Java
Intra Communication System,2015,Java
Inventory Analyzer,2015,Java
Inventory Management System,2015,Java
Issue Tracking System,2015,Java
JChat,2015,Java
Job Miller,2015,Java
Defect Tracking System,2015,Java
Audio Cryptography System,2015,Java
Product Service Management System,2015,Java
Auto Mobile Store and Service,2015,Java
Ambulance Service Provide,2015,Java
Automatic Database Schema Generation,2015,Java
An Intelligent Network Backup,2015,Java
Digital Image Processing System,2015,Java
Knowledge Storm,2015,Java
Emergent Request Dispatcher,2015,Java
E-Zest Resorts for U,2015,Java
Monitoring Online Tests through Data Visualization,2015,Java
Data Transmission Using Multi-Tasking-Sockets,2015,Java
Doctor Patient Tracker,2015,Java
Data Hiding in Audio Files,2015,Java
Mobile Service Provider Operations Portal,2015,Java
 Online Doctor,2015,Java
Multi User Chat System,2015,Java
Network Routing System,2015,Java
Online Examination,2015,Java
Automation of Interview Scheduling Process,2015,Java
Library Management System (Standalone application),2015,Java
Mobile Station Java Project,2015,Java
Lending Tree System,2015,Java
Library Management,2015,Java
VAT Information System,2015,Java
Material Management and Information System,2015,Java
Government in Action,2015,Java
Online Payment Service,2015,Java
Order Processing System for Student Music Store,2015,Java
Pesticides Information System,2015,Java
Property Management System,2015,Java
Resource Out-Sourcing,2015,Java
Resource Planner,2015,Java
Resource Supervision Management,2015,Java
SDLC Management System,2015,Java
Secured Data Transmission,2015,Java
Shopping Cart,2015,Java
Online Shopping Cart,2015,Java
Simulation of Ant colony Algorithm,2015,Java
Speed Age Courier System,2015,Java
Traffic Controller System,2015,Java
Vehicle Management System,2015,Java
Virtual Information System for Audit Group,2015,Java
E School,2015,Java
Work to Worker Services to Unorganized Sector,2015,Java
Broad walk Dealers Network,2015,Java
College Administrator Tool/ College Enrollment System,2015,Java
College Interact,2015,Java
College Management Tool,2015,Java
Comparable Entity Mining from Comparative Questions,2015,Java
Complaint Management System,2015,Java
Computer Retail Store and Maintenance,2015,Java
Computerized Examination Management Tool,2015,Java
Concurrent Train Simulation,2015,Java
Congestion Control Using Network Based Protocol,2015,Java
Corporate BPO Solution Management,2015,Java
Corporate Leave Management System,2015,Java
Corporate Recruitment System (CRS),2015,Java
Cyber Shopping,2015,Java
Data Centric Knowledge Management System (DCKMS),2015,Java
Event Tracker,2015,Java
DHL Courier System,2015,Java
Distributed DBA,2015,Java
Distribution Business Automation System,2015,Java
EAMCET Mock Counseling,2015,Java
Face Identification,2015,Java
EzHotels,2015,Java
Graphic Media Player,2015,Java
Employee Transaction Scenario,2015,Java
Hospital Management System,2015,Java
Hostel Management Information System,2015,Java
FAQ-O-Matic System,2015,Java
Get Your Campus,2015,Java
Internet Banking,2015,Java
Multi Sensor Railway Track Geometry Surveying System,2015,Java
Online Examination,2015,Java
Webs Eye,2015,Java
"Stenography Using Image, Audio & Video",2015,Java
Visa Processing Information System,2015,Java
University Admission System,2015,Java
Telecom Connection System,2015,Java
Medi Tracker,2015,Java
Travel Management System,2015,Java
Online Railway Reservation System,2015,Java
Airline Reservation,2015,Java
Travel Desk Management System,2015,Java
Alumni Information Database,2015,Java
 Remote Desktop Administration,2015,Java
Health Center Management system,2015,Java
Payroll System,2015,Java
Self-Diagnosis with Advanced Hospital Management,2015,Java
108 – Public Health Emergency Services,2015,Java
Water Marking,2015,Java
Intranet Chatting,2015,Java
Online Banking,2015,Java
Net Banking,2015,Java
Gateway Of Business Portfolio,2015,Java
Distributors Channel Management System,2015,Java
Online Doctor,2015,Java
Online Mobile Recharge,2015,Java
Patient Management System,2015,Java
Online Order Processing System (AJAX Enabled),2015,Java
Virus Information System,2015,Java
Peer to Peer File Sharing Program,2015,Java
"An Agent Based Intrusion Detection, Response and Blocking using signature method in Active Net",2015,Java
Telecom Business Information System,2015,Java
Online Telephone Management System,2015,Java
Online Tourism Guide,2015,Java
Online Taxicab Service,2015,Java
Online Registration For Voter Card,2015,Java
Safe Internet,2015,Java
Mobility Management Approaches for Mobile IP Networks,2015,Java
Local Service Center,2015,Java
Reseller Management System,2015,Java
Re-Ordering Of Packets Using Retransmission Timer,2015,Java
Online Crime Investigation,2015,Java
Revenue Collection and Recovery Services,2015,Java
E-education,2015,Java
Exam Branch Management System,2015,Java
Home Improvement System,2015,Java
Value Added Sales Tax Information System,2015,Java
E dues (E Billing System),2015,Java
Content Management System,2015,Java
Train Information System,2015,Java
Enterprise Resource Information System,2015,Java
Global Interactive Solutions,2015,Java
Global Communication Media,2015,Java
Hotel Management System,2015,Java
Retail-Management-System,2015,Java
Painting Application,2015,Java
Social Health Care Record,2015,Java
Reversible Watermarking,2015,Java
Audio Cryptography System,2015,Java
Monitoring Online Tests through Data Visualization,2015,Java
Alumni Management System,2015,Java
Product Service Management System,2015,Java
ATM Location System,2015,Java
Work in Progress Application,2015,Java
Chores Made Easy,2015,Java
E Procurement,2015,Java
Emotion Detection,2015,Java
Institutional Infrastructural Information System,2015,Java
Placement Cell,2015,Java
Project Management System,2015,Java
Query Handling,2015,Java
Timetable Generation System,2015,Java
Online Staff Leave Management,2015,Java
PLACE Personal Learning Assistance Center,2015,Java
A Distributed Three-hop Routing Protocol to Increase the Capacity of Hybrid Wireless Networks,2015,Mobile Computing
Optimum Power Allocation in Sensor Networks for Active Radar Applications,2015,Mobile Computing
Dynamic Routing for Data Integrity and Delay Differentiated Services in Wireless Sensor Networks,2015,Mobile Computing
Privacy-Preserving and Truthful Detection of Packet Dropping Attacks in Wireless Ad Hoc Networks,2015,Mobile Computing
User-Defined Privacy Grid System for Continuous Location-Based Services,2015,Mobile Computing
Mobile Data Gathering with Load Balanced Clustering and Dual Data Uploading in Wireless Sensor Networks,2015,Mobile Computing
Towards Information Diffusion in Mobile Social Networks,2015,Mobile Computing
Cooperative Load Balancing and Dynamic Channel Allocation for Cluster-Based Mobile Ad Hoc Networks,2015,Mobile Computing
Minimizing Transmission Cost for Third-Party Information Exchange with Network Coding,2015,Mobile Computing
"Key recovery Attacks on KIDS, a Keyed Anomaly Detection System",2015,Networking
Authenticated Key Exchange Protocols for Parallel Network File Systems,2015,Networking
CoCoWa: A Collaborative Contact-Based Watchdog for Detecting Selfish Nodes,2015,Networking
My Privacy My Decision Control of Photo Sharing on Online Social Networks,2015,Networking
Passive IP Trace back: Disclosing the Locations of IP Spoofers from Path Backscatter,2015,Networking
Generating Searchable Public-Key Cipher texts with Hidden Structures for Fast Keyword Search,2015,Networking
Software Puzzle: A Countermeasure to Resource-Inflated Denial of- Service Attacks,2015,Networking
Secure Distributed De duplication Systems with Improved Reliability,2015,Networking
Vote Trust: Leveraging Friend Invitation Graph to Defend against Social Network Sybils,2015,Networking
Group Key Agreement with Local Connectivity,2015,Networking
Key Updating for Leakage Resiliency with Application to AES Modes of Operation,2015,Networking
A Computational Dynamic Trust Model for User Authorization,2015,Networking
Contributory Broadcast Encryption with Efficient Encryption and Short Cipher texts,2015,Networking
Behavior Rule Specification-Based Intrusion Detection for Safety Critical Medical Cyber Physical Systems,2015,Networking
Continuous and Transparent User Identity Verification for Secure Internet Services,2015,Networking
Data Lineage in Malicious Environments,2015,Networking
Secure Spatial Top-k Query Processing via Un trusted Location- Based Service Providers,2015,Networking
DDSGA: A Data-Driven Semi-Global Alignment Approach for Detecting Masquerade Attacks,2015,Networking
Improved Privacy-Preserving P2P Multimedia Distribution Based on Recombined Fingerprints,2015,Networking
Cost-Aware Secure Routing (CASER) Protocol Design for Wireless Sensor Networks,2015,Networking
Data Collection in Multi Application Sharing Wireless Sensor Networks,2015,Networking
A Lightweight Secure Scheme for Detecting Provenance Forgery and Packet Drop Attacks in Wireless Sensor Networks,2015,Networking
Secure Data Aggregation Technique for Wireless Sensor Networks in the Presence of Collusion Attacks,2015,Networking
Effective Key Management in Dynamic Wireless Sensor Networks,2015,Networking
Congestion Aware Load Balancing for Multi radio Wireless MeshNetwork,2015,Networking
Dynamic Routing for Data Integrity and Delay Differentiated Services in Wireless Sensor Networks,2015,Networking
Secure and Distributed Data Discovery and Dissemination in Wireless Sensor Networks,2015,Networking
An Efficient Distributed Trust Model for Wireless Sensor Networks,2015,Networking
Opportunistic Routing Algorithm for Relay Node Selection in Wireless Sensor Networks,2015,Networking
Toward Energy-Efficient Trust System Through Watchdog Optimization for WSNs,2015,Networking
Efficient Coverage and Connectivity Preservation With Load Balance for Wireless Sensor Networks,2015,Networking
Mobile Data Gathering with Load Balanced Clustering and Dual Data Uploading in Wireless Sensor Networks,2015,Networking
Efficient Data Query in Intermittently Connected Mobile Ad Hoc Social Networks,2015,Networking
Defending Against Collaborative Attacks by Malicious Nodes in MANETs A Cooperative Bait Detection Approach,2015,Networking
Maximizing P2P File Access Availability in Mobile Ad Hoc Networks though Replication for Efficient File Sharing,2015,Networking
Optimal Configuration of Network Coding in Ad Hoc Networks,2015,Networking
Privacy-Preserving and Truthful Detection of Packet Dropping Attacks in Wireless Ad Hoc Networks,2015,Networking
Cooperative Load Balancing and Dynamic Channel Allocation for Cluster-Based Mobile Ad Hoc Networks,2015,Networking
Smart Crawler: A Two-stage Crawler for Efficiently Harvesting Deep-Web Interfaces,2015,Networking
Generating Searchable Public-Key Cipher texts with Hidden Structures for Fast Keyword Search,2015,Networking
Vote Trust: Leveraging Friend Invitation Graph to Defend against Social Network Sybils,2015,Networking
Detecting Malicious Face book Applications,2015,Networking
A Distortion-Resistant Routing Framework for Video Traffic in Wireless Multihop Networks,2015,Networking
A Proximity-Aware Interest-Clustered P2P File Sharing System,2015,Networking
Universal Network Coding-Based Opportunistic Routing for Unicast,2015,Networking
Collision Tolerant and Collision Free Packet Scheduling for Underwater Acoustic Localization,2015,Networking
My Privacy My Decision: Control of Photo Sharing on Online Social Networks,2015,Networking
Location-Aware and Personalized Collaborative Filtering for Web Service Recommendation,2015,Networking
Revealing the Trace of High-Quality JPEG Compression Through Quantization Noise Analysis,2015,Networking
Privacy preserving and truthful detection of packet ropping attacks in wireless ad hoc networks,2015,Networking
A secure distributed data discovery and dissemination in wsns,2015,Networking
Secure and efficient data transmission for cluster based wireless networks,2015,Networking
An efficient distributed trust model for wsns,2015,Networking
Effective key management in dynamic wireless sensor networks,2015,Networking
Impact of limiting hop count on the lifetime of wireless sensor networks,2015,Networking
Defending against collaborative attacks by malicious nodes in manets: a cooperative bait detection approach,2015,Networking
Design and simulation of enhanced MODLEACH for wsn,2015,Networking
An algorithm to detect malicious nodes in wireless sensor network using Enhanced MODLEACH,2015,Networking
An enhanced cluster-head selection scheme for distributed heterogeneous wireless sensor network,2015,Networking
A Computational Dynamic Trust Model for User Authorization,2015,Parallel and Distributed Systems
Asymmetric Social Proximity Based Private Matching Protocols for Online Social Networks,2015,Parallel and Distributed Systems
Authenticated Key Exchange Protocols for Parallel Network File Systems,2015,Parallel and Distributed Systems
Cost-Effective Authentic and Anonymous Data Sharing with Forward Security,2015,Parallel and Distributed Systems
Cost-Minimizing Dynamic Migration of Content Distribution Services into Hybrid Clouds,2015,Parallel and Distributed Systems
Data Collection in Multi-Application Sharing Wireless Sensor Networks,2015,Parallel and Distributed Systems
Reducing Fragmentation for In-line De duplication Backup Storage via Exploiting Backup History,2015,Parallel and Distributed Systems
Service Operator-aware Trust Scheme for Resource Matchmaking across Multiple Clouds,2015,Parallel and Distributed Systems
Secure Distributed De duplication Systems with Improved Reliability,2015,Parallel and Distributed Systems
Asymmetric Social Proximity Based Private Matching Protocols for Online Social Networks,2015,Parallel and Distributed Systems
A Time Efficient Approach for Detecting Errors in Big Sensor Data on Cloud,2015,Parallel and Distributed Systems
Dominating Set and Network Coding-based Routing in Wireless Mesh Networks,2015,Parallel and Distributed Systems
Online Examination System,2015,PHP
Email System,2015,PHP
Sybille detection of social networking.,2015,PHP
E- Voting,2015,PHP
college management system portal,2015,PHP
Efficient two server password authentication key exchange.,2015,PHP
Online No Due System.,2015,PHP
Multiparty access control of social network.,2015,PHP
Chat application widget.,2015,PHP
Online Personal diary.,2015,PHP
Bus Transport Management System,2015,PHP
Single sign in technique in network.,2015,PHP
Online Property buys and sells.,2015,PHP
Online Medicine Description/Information.,2015,PHP
College Feedback System.,2015,PHP
Students secure file storage.,2015,PHP
Hospital management System.,2015,PHP
File transfers using cryptography method.,2015,PHP
Revisiting defense against large scale online password attaches.,2015,PHP
Hospital management System.,2015,PHP
Providing security to the user data by using encryption technique.,2015,PHP
Online shopping minor project.,2015,PHP
Detecting duplicate record in network.,2015,PHP
Pre-Leave Management System,2015,PHP
School Management System.,2015,PHP
Faculty Voting /feedback by students,2015,PHP
Job Portal System.,2015,PHP
E-Complaints (Police),2015,PHP
Multi storage files with different database.,2015,PHP
Reservation rent car-a-car in PHP.,2015,PHP
Pharmacy management System.,2015,PHP
Dynamic database creation.,2015,PHP
Online Recruitment System.,2015,PHP
File Transfer Using Cryptographic Techniques.,2015,PHP
Random Password Generation System with mailing.,2015,PHP
Minimizing File Downloading using File Splitting.,2015,PHP
Image Transfer using cryptography key.,2015,PHP
Computer lab management system.,2015,PHP
library management system.,2015,PHP
Privacy Preserving Data Sharing With Anonymous ID Assignment.,2015,PHP
Dynamic Query Forms for Database Queries.,2015,PHP
Searching a image from websites,2015,PHP
Statistical Entity Extraction from Web,2015,PHP
Question Answering System for an Effective Collaborative Learning,2015,PHP
Xml data migration.,2015,PHP
Phishing website.,2015,PHP
"Campuspedia(managing library, lab dept , principle and HOD, lecture-stop Module);",2015,PHP
Collage feedback system.,2015,PHP
Fully anonymous profile matching.,2015,PHP
Supporting search-as-you-type using sql in databases.,2015,PHP
Website Ranking System,2015,PHP
Student Information System,2015,PHP
Online Secure File Transfer System,2015,PHP
E-Voting For Association,2015,PHP
Encrypted Register Form,2015,PHP
Courier Tracking Systems,2015,PHP
 Key Management for Content Integration.,2015,PHP
Comparative entity mining.,2015,PHP
Sensitive label of privacy protection on cloud storage.,2015,PHP
Two Tail of privacy preserving on online social network.,2015,PHP
Attendance Management System.,2015,PHP
Online Tourist management system.,2015,PHP
A Novel Control Method for Transformer less H-Bridge,2015,Power Electronics
Cascaded STATCOM With Star Configuration   ,2015,Power Electronics
An Observer-Based Optimal Voltage Control Scheme for Three-Phase UPS Systems ,2015,Power Electronics
A new hybrid Active Neutral point Clamped Flying capacitor Multilevel Inverter  ,2015,Power Electronics
Five-level multi pole PWM AC-AC Converters with reduced components circuits  ,2015,Power Electronics
New three phase symmetrical Multilevel Voltage source inverter  ,2015,Power Electronics
A Wireless Charging System Applying Phase-Shift and Amplitude Control to Maximize Efficiency and Extractable Power  ,2015,Power Electronics
Performance of Three Phase II-level Inverter with reduced number of switches using different PWM Techniques  ,2015,Power Electronics
Asymmetrical Multilevel Inverter for Higher Output Voltage Levels ,2015,Power Electronics
Five-Level Inverter Using POD PWM Technique   ,2015,Power Electronics
Analysis of Phase – Shifted Carrier Modulation for modular multilevel converters   ,2015,Power Electronics
A Bidirectional Modular Multilevel DC–DC Converter of Triangular Structure  ,2015,Power Electronics
Analysis and Operation of Modular Multilevel Converters With Phase-Shifted Carrier PWM   ,2015,Power Electronics
A New isolated Multilevel inverter based on Cascaded Three – phase converter Blocks  ,2015,Power Electronics
Location-Aware and Personalized Collaborative Filtering for Web Service Recommendation,2015,Secure Computing
A Fuzzy Preference Tree-Based Recommender System for Personalized Business-to-Business E-Services,2015,Secure Computing
Guest Editorial: Recommendation Techniques for Services Computing and Cloud Computing,2015,Secure Computing
Diversifying Web Service Recommendation Results via Exploring Service Usage History,2015,Secure Computing
A Highly Accurate Prediction Algorithm for Unknown Web Service QoS Values,2015,Secure Computing
Smart Crawler: A Two-stage Crawler for Efficiently Harvesting Deep-Web Interfaces,2015,Secure Computing
Multi stirreer mixing machine,2016,Agriculture 
M-FORM (Manually boat operator roti maker),2016,Agriculture 
Hand operated cone shape arecanut dehuuker cum sacrarifier,2016,Agriculture 
Automatic areoponics system,2016,Agriculture 
Design and manufacturing of efficient sugercane juice extract,2016,Agriculture 
Design and development of mechanized milk tester for domestic use,2016,Agriculture 
agricultural automation with disease monetoring system,2016,Agriculture 
Multipurpose agriculture equipment,2016,Agriculture 
potato peeling & slicing machine,2016,Agriculture 
design & construction of juice exractor,2016,Agriculture 
agro advisory based on irrigation mobile apps,2016,Agriculture 
Time reduction of two stage biogas plant,2016,Agriculture 
Versatile fruit and vegetable cutting machine,2016,Agriculture 
krushak design and fabrication of multi purpose agriculture equipment,2016,Agriculture 
Twitter data sentimental analysis using Flume and Hive,2016,Big Data
Business insights of User usage records of data cards,2016,Big Data
Wiki page ranking with hadoop,2016,Big Data
Health care Data Management using Apache Hadoop ecosystem,2016,Big Data
Sensex Log Data Processing using BigData tools,2016,Big Data
Retail data analysis using BigData,2016,Big Data
Facebook data analysis using Hadoop and Hive,2016,Big Data
Archiving  LFS(Local File System) & CIFS  Data to Hadoop,2016,Big Data
Aadhar Based Analysis using Hadoop,2016,Big Data
Web Based Data Management of Apache hive,2016,Big Data
Automated RDBMS Data Archiving and Dearchiving  using Hadoop and Sqoop,2016,Big Data
BigData Pdf  Printer,2016,Big Data
Airline on-time performance,2016,Big Data
Climatic Data analysis using Hadoop (NCDC),2016,Big Data
MovieLens  Data processing and analysis.,2016,Big Data
Two-Phase  Approach for Data Anonymization Using MapReduce,2016,Big Data
Migrating Different Sources To Bigdata And Its Performance,2016,Big Data
Flight History Analysis,2016,Big Data
Pseudo distributed hadoop cluster in script,2016,Big Data
Flexo-tele cargo handler,2016,Civil
Manufacturing of bricks using water treatment plant sludge,2016,Civil
Manufacturing of paying blocks by using artifical waste,2016,Civil
Urban River Restoration: case study of Kham river aurangabad,2016,Civil
A Secure and Dynamic Multi-Keyword Ranked Search Scheme over Encrypted Cloud Data,2016,Cloud Computing
A Secure Anti-Collusion Data Sharing Scheme for Dynamic Groups in the Cloud,2016,Cloud Computing
An Efficient File Hierarchy Attribute-Based Encryption Scheme in Cloud Computing,2016,Cloud Computing
An Efficient Privacy-Preserving Ranked Keyword Search Method,2016,Cloud Computing
CDA Generation and Integration for Health Information Exchange Based on Cloud Computing System,2016,Cloud Computing
Circuit Ciphertext-Policy Attribute-Based Hybrid Encryption with Verifiable Delegation in Cloud Computing,2016,Cloud Computing
CloudArmor: Supporting Reputation-Based Trust Management for Cloud Services,2016,Cloud Computing
Conditional Identity-Based Broadcast Proxy Re-Encryption and Its Application to Cloud Email,2016,Cloud Computing
Conjunctive Keyword Search With Designated Tester and Timing Enabled Proxy Re-Encryption Function for E-Health Clouds,2016,Cloud Computing
DiploCloud: Efficient and Scalable Management of RDF Data in the Cloud,2016,Cloud Computing
Dual-Server Public-Key Encryption With Keyword Search for Secure Cloud Storage,2016,Cloud Computing
Dynamic and Public Auditing with Fair Arbitration for Cloud Data,2016,Cloud Computing
Enabling Cloud Storage Auditing With Verifiable Outsourcing of Key Updates,2016,Cloud Computing
Fine-Grained Two-Factor Access Control for Web-Based Cloud Computing Services,2016,Cloud Computing
Geometric Range Search on Encrypted Spatial Data,2016,Cloud Computing
Identity-Based Encryption with Cloud Revocation Authority and Its Applications,2016,Cloud Computing
Identity-Based Proxy-Oriented Data Uploading and Remote Data Integrity Checking in Public Cloud,2016,Cloud Computing
Protecting Your Right: Verifiable Attribute-Based Keyword Search with Fine-Grained Owner-Enforced Search Authorization in the Cloud,2016,Cloud Computing
Real-Time Semantic Search Using Approximate Methodology for Large-Scale Storage Systems,2016,Cloud Computing
Secure Data Sharing in Cloud Computing Using Revocable-Storage Identity-Based Encryption,2016,Cloud Computing
Secure Optimization Computation Outsourcing in Cloud Computing: A Case Study of Linear Programming,2016,Cloud Computing
TMACS: A Robust and Verifiable Threshold Multi-Authority Access Control System in Public Cloud Storage,2016,Cloud Computing
A Modified Hierarchical Attribute-Based Encryption Access Control Method for Mobile Cloud Computing,2016,Cloud Computing
DeyPoS: Deduplicatable Dynamic Proof of Storage for Multi-User Environments,2016,Cloud Computing
Flexible and Fine-Grained Attribute-Based Data Storage in Cloud Computing,2016,Cloud Computing
SecRBAC: Secure data in the Clouds,2016,Cloud Computing
A Novel Recommendation Model Regularized with User Trust and Item Ratings,2016,Data Mining
Automatically Mining Facets for Queries from Their Search Results,2016,Data Mining
Booster in High Dimensional Data Classification,2016,Data Mining
Building an intrusion detection system using a filter-based feature selection algorithm,2016,Data Mining
Connecting Social Media to E-Commerce: Cold-Start Product Recommendation Using Microblogging Information,2016,Data Mining
Cross-Domain Sentiment Classification Using Sentiment Sensitive Embeddings,2016,Data Mining
Crowdsourcing for Top-K Query Processing over Uncertain Data,2016,Data Mining
Cyberbullying Detection based on Semantic-Enhanced Marginalized Denoising Auto-Encoder,2016,Data Mining
Domain-Sensitive Recommendation with User-Item Subgroup Analysis,2016,Data Mining
Efficient Algorithms for Mining Top-K High Utility Itemsets,2016,Data Mining
Efficient Cache-Supported Path Planning on Roads,2016,Data Mining
Mining User-Aware Rare Sequential Topic Patterns in Document Streams,2016,Data Mining
Nearest Keyword Set Search in Multi-Dimensional Datasets,2016,Data Mining
Rating Prediction based on Social Sentiment from Textual Reviews,2016,Data Mining
Location Aware Keyword Query Suggestion Based on Document Proximity,2016,Data Mining
Using Hashtag Graph-based Topic Model to Connect Semantically-related Words without Co-occurrence in Microblogs,2016,Data Mining
"Quantifying Political Leaning from Tweets, Retweets, and Retweeters",2016,Data Mining
Relevance Feedback Algorithms Inspired By Quantum Detection,2016,Data Mining
Sentiment Embeddings with Applications to Sentiment Analysis,2016,Data Mining
Top-Down XML Keyword Query Processing,2016,Data Mining
TopicSketch: Real-time Bursty Topic Detection from Twitter,2016,Data Mining
Top-k Dominating Queries on Incomplete Data,2016,Data Mining
Understanding Short Texts through Semantic Enrichment and Hashing,2016,Data Mining
Deaf Mute's Ultimate,2016,Electrical Drives/Machines
The smart hybrid E-tricycle for Handicapped people,2016,Electrical Drives/Machines
Brushless Doubly fed syncnronous reluctance machine,2016,Electrical Drives/Machines
Transformed health monitoring and control,2016,Electrical Drives/Machines
License Based smart bike ignition system and transportation,2016,Electrical Drives/Machines
RAKSHAK Robotik machine specially design for army,2016,Electrical Drives/Machines
3 phase induction motar working as welding Transformer,2016,Electrical Drives/Machines
Surveillance Bot,2016,Electrical Drives/Machines
Economical 3D Extrusion Printer,2016,Electrical Drives/Machines
Tesal Coil,2016,Electrical Drives/Machines
Rotorcraft- Design and Development of an unmanned aerial vehicle,2016,Electrical Drives/Machines
SMART GESTURE CONTROL WHEELCHAIR FOR PHYSICALY DISABLE PEOPLE,2016,Electrical Drives/Machines
High tech Helmet,2016,Electrical Drives/Machines
